Lo hizo simplemente por curiosidad.,spa,spa
Sentence,Actual language,Predicted language
I've run out of milk.,eng,spa
Sentence,Actual language,Predicted language
Vivo a un lado del mar así que seguido voy a la playa.,spa,spa
Sentence,Actual language,Predicted language
Me parece que me he dejado el paraguas en el tren.,spa,eng
Sentence,Actual language,Predicted language
Él tiene una larga experiencia enseñando.,spa,spa
Sentence,Actual language,Predicted language
Even small amounts of lead are dangerous.,eng,spa
Sentence,Actual language,Predicted language
Its obvious that that's a lie.,eng,spa
Sentence,Actual language,Predicted language
Sami visited Istanbul during the Eid holiday.,eng,spa
Sentence,Actual language,Predicted language
El río corría lento y amenazador.,spa,eng
Sentence,Actual language,Predicted language
Pinches tacos me cayeron mal.,spa,spa
Sentence,Actual language,Predicted language
I think Tom understands all that.,eng,eng
Sentence,Actual language,Predicted language
"Mi marido es un experto, cuando se trata de la preparación de comida china.",spa,spa
Sentence,Actual language,Predicted language
Could you please call and give Tom my apologies?,eng,eng
Sentence,Actual language,Predicted language
All requests are confidential.,eng,spa
Sentence,Actual language,Predicted language
You frightened Tom.,eng,eng
Sentence,Actual language,Predicted language
I used to swim every day when I was a child.,eng,eng
Sentence,Actual language,Predicted language
What's your price?,eng,eng
Sentence,Actual language,Predicted language
Tú estás bien.,spa,spa
Sentence,Actual language,Predicted language
Mary can't breathe on her own.,eng,eng
Sentence,Actual language,Predicted language
I often ignore Tom's advice.,eng,spa
Sentence,Actual language,Predicted language
Nunca lo habríamos pensado.,spa,spa
Sentence,Actual language,Predicted language
Él felicitó a su hijo por haber conseguido el primer premio.,spa,eng
Sentence,Actual language,Predicted language
We were able to see the sunset from our window.,eng,eng
Sentence,Actual language,Predicted language
How big is your room?,eng,eng
Sentence,Actual language,Predicted language
You were annoying.,eng,eng
Sentence,Actual language,Predicted language
¿Has llamado a Tom?,spa,eng
Sentence,Actual language,Predicted language
Sé que se fue a Londres.,spa,spa
Sentence,Actual language,Predicted language
Está en el bolsillo de mi chaqueta.,spa,spa
Sentence,Actual language,Predicted language
I think Tom should be more patient.,eng,eng
Sentence,Actual language,Predicted language
Ven sola.,spa,spa
Sentence,Actual language,Predicted language
Las tormentas en el mar impidieron nuestro progreso.,spa,eng
Sentence,Actual language,Predicted language
No me dejaste terminar la frase.,spa,spa
Sentence,Actual language,Predicted language
Es un hombre cuyo corazón está lleno de esperanza.,spa,spa
Sentence,Actual language,Predicted language
I didn't think Tom would be lonely.,eng,eng
Sentence,Actual language,Predicted language
Tom didn't intend to let Mary drive.,eng,eng
Sentence,Actual language,Predicted language
No se ha preparado suficientemente.,spa,eng
Sentence,Actual language,Predicted language
Su amiga no ha venido.,spa,eng
Sentence,Actual language,Predicted language
Mary quickly checked her makeup.,eng,eng
Sentence,Actual language,Predicted language
Tu coche está ahí.,spa,spa
Sentence,Actual language,Predicted language
¡Síguelo!,spa,eng
Sentence,Actual language,Predicted language
The French Intelligence experiences ups and downs.,eng,spa
Sentence,Actual language,Predicted language
¿Cuándo te gustaría verle?,spa,eng
Sentence,Actual language,Predicted language
"Esto es un martillo. No es mío, me los prestó un amigo.",spa,spa
Sentence,Actual language,Predicted language
No quiero cuidar a un perro.,spa,eng
Sentence,Actual language,Predicted language
Tom said Mary frequently does that by herself.,eng,spa
Sentence,Actual language,Predicted language
Yo también lo creo.,spa,eng
Sentence,Actual language,Predicted language
Everything went black.,eng,spa
Sentence,Actual language,Predicted language
Tom will have to figure it out.,eng,eng
Sentence,Actual language,Predicted language
Los granjeros tienen graneros.,spa,spa
Sentence,Actual language,Predicted language
Tom is just trying to scare you.,eng,spa
Sentence,Actual language,Predicted language
Teníamos la esperanza de que la lluvia se detendría antes del mediodía.,spa,spa
Sentence,Actual language,Predicted language
The tragic mistake affected many people.,eng,eng
Sentence,Actual language,Predicted language
¿Alguna vez te has roto un hueso?,spa,eng
Sentence,Actual language,Predicted language
Tom lived in Australia until he was thirty.,eng,eng
Sentence,Actual language,Predicted language
"Te pido que me digas dónde vives. ""Con gusto.""",spa,eng
Sentence,Actual language,Predicted language
Tu pieza es grande.,spa,spa
Sentence,Actual language,Predicted language
I traveled all around Russia.,eng,spa
Sentence,Actual language,Predicted language
No tenía por qué hacerlo.,spa,eng
Sentence,Actual language,Predicted language
Dame un momento.,spa,eng
Sentence,Actual language,Predicted language
¡Tatoeba ha llegado a ochocientas mil oraciones!,spa,spa
Sentence,Actual language,Predicted language
¿Cuántas cámaras tienes?,spa,spa
Sentence,Actual language,Predicted language
Tom and Mary said they'd like to help.,eng,eng
Sentence,Actual language,Predicted language
¿Dónde estás ahora?,spa,eng
Sentence,Actual language,Predicted language
Tom promised he'd take care of that.,eng,eng
Sentence,Actual language,Predicted language
"En la música, como en la retórica, una pausa es utilizada a menudo para crear un efecto dramático.",spa,spa
Sentence,Actual language,Predicted language
Tom dejó el bolso de Mary en el auto.,spa,spa
Sentence,Actual language,Predicted language
¿Soy mi propio jefe?,spa,eng
Sentence,Actual language,Predicted language
Esperaba que me contaras todo tú mismo.,spa,spa
Sentence,Actual language,Predicted language
It was really embarassing.,eng,spa
Sentence,Actual language,Predicted language
En mi casa hay fantasmas.,spa,spa
Sentence,Actual language,Predicted language
These pancakes are awful.,eng,spa
Sentence,Actual language,Predicted language
De las miserias suele ser alivio una compañía.,spa,spa
Sentence,Actual language,Predicted language
Don't tell him you're lost.,eng,eng
Sentence,Actual language,Predicted language
Dile que salí a quienquiera que llame ahora.,spa,spa
Sentence,Actual language,Predicted language
¿Qué hace un holandés tras haber ganado la Copa del Mundo? Apagar la PlayStation.,spa,eng
Sentence,Actual language,Predicted language
Alguien tiene que pagar.,spa,spa
Sentence,Actual language,Predicted language
I thoroughly enjoyed myself in Boston.,eng,eng
Sentence,Actual language,Predicted language
Tom se sentó al lado de alguien a quien no conocía.,spa,spa
Sentence,Actual language,Predicted language
Tom wondered why Mary wouldn't eat.,eng,eng
Sentence,Actual language,Predicted language
That is very exciting.,eng,eng
Sentence,Actual language,Predicted language
I decided at once to get to work.,eng,eng
Sentence,Actual language,Predicted language
"Como el padre, así el hijo.",spa,spa
Sentence,Actual language,Predicted language
Mary swore she'd never do that.,eng,eng
Sentence,Actual language,Predicted language
"Si mañana hace buen tiempo, vayamos de paseo.",spa,spa
Sentence,Actual language,Predicted language
I asked Tom about his new book.,eng,spa
Sentence,Actual language,Predicted language
Tom me dijo que ya no quería a Mary.,spa,spa
Sentence,Actual language,Predicted language
¿Sería posible hacer una pausa para comer? Tengo un hambre de lobo.,spa,spa
Sentence,Actual language,Predicted language
"A menudo, aquello que no puede ganarse por la fuerza se gana sencillamente con paciencia.",spa,spa
Sentence,Actual language,Predicted language
Tom thinks that that's good enough.,eng,eng
Sentence,Actual language,Predicted language
Tom se quedó tirado cuando su coche se estropeó en el medio de ninguna parte.,spa,eng
Sentence,Actual language,Predicted language
Estoy cultivando rosas en el jardín.,spa,eng
Sentence,Actual language,Predicted language
La noticia de su embarazo la tomó por sorpresa.,spa,spa
Sentence,Actual language,Predicted language
Tom carried Mary's suitcase to her room.,eng,eng
Sentence,Actual language,Predicted language
Quiero que llames a Tom.,spa,spa
Sentence,Actual language,Predicted language
I'll find Tom myself.,eng,spa
Sentence,Actual language,Predicted language
Tom was there when his mother killed herself.,eng,spa
Sentence,Actual language,Predicted language
Mary says she wants to do everything by herself.,eng,spa
Sentence,Actual language,Predicted language
Lo hizo bien en los negocios.,spa,spa
Sentence,Actual language,Predicted language
"Aparte de tu propia lengua, deberías saber al menos esperanto.",spa,eng
Sentence,Actual language,Predicted language
Estamos trabajando juntos.,spa,spa
Sentence,Actual language,Predicted language
Estamos en casa.,spa,spa
Sentence,Actual language,Predicted language
Tom was a kid when that happened.,eng,eng
Sentence,Actual language,Predicted language
I think Tom and Mary wouldn't be forgiven for doing that if they weren't so young.,eng,eng
Sentence,Actual language,Predicted language
I'd like you to get two adjacent rooms.,eng,spa
Sentence,Actual language,Predicted language
Mary shouldn't do that.,eng,eng
Sentence,Actual language,Predicted language
Su plan fue descartado.,spa,spa
Sentence,Actual language,Predicted language
No tengo acceso a Internet en casa.,spa,spa
Sentence,Actual language,Predicted language
The accused was condemned to ten years in prison.,eng,spa
Sentence,Actual language,Predicted language
¿Por qué no? Ella es sólo veinte años mayor que yo.,spa,spa
Sentence,Actual language,Predicted language
Neither Tom nor Mary has been around for very long.,eng,eng
Sentence,Actual language,Predicted language
I must have lost my wallet in the supermarket.,eng,eng
Sentence,Actual language,Predicted language
That was our problem.,eng,eng
Sentence,Actual language,Predicted language
It's impossible to deny the obvious.,eng,spa
Sentence,Actual language,Predicted language
"He is not just kind, but honest too.",eng,eng
Sentence,Actual language,Predicted language
Tom considers Mary a friend.,eng,spa
Sentence,Actual language,Predicted language
"Según la radio, mañana lloverá.",spa,eng
Sentence,Actual language,Predicted language
No tenemos mucho tiempo.,spa,eng
Sentence,Actual language,Predicted language
Desde fuera no se ve el jardín.,spa,eng
Sentence,Actual language,Predicted language
Lo confesó todo.,spa,eng
Sentence,Actual language,Predicted language
¿Cuánto tiempo se necesita para ir desde A a B?,spa,spa
Sentence,Actual language,Predicted language
Tom le quitó la llave a la puerta del frente.,spa,eng
Sentence,Actual language,Predicted language
"Quiet and shy, harbor seals can be seen year-round resting on rocks just offshore.",eng,eng
Sentence,Actual language,Predicted language
"Los trabajadores pueden ir a la huelga para exigir salarios más altos, o para mejorar las condiciones de trabajo.",spa,spa
Sentence,Actual language,Predicted language
I can't do that job.,eng,spa
Sentence,Actual language,Predicted language
I'm gonna call the police!,eng,eng
Sentence,Actual language,Predicted language
Ésta es una canción que aprendí cuando era pequeño.,spa,eng
Sentence,Actual language,Predicted language
I wonder if Tom and Mary are doing that now.,eng,eng
Sentence,Actual language,Predicted language
¡Devuélveme el control remoto!,spa,eng
Sentence,Actual language,Predicted language
¿Tienes algo más planeado para hoy?,spa,eng
Sentence,Actual language,Predicted language
¿Puedes explicar como se puede reconocer la excelente labor de los empleados?,spa,eng
Sentence,Actual language,Predicted language
Tom arrived in Australia on Monday.,eng,spa
Sentence,Actual language,Predicted language
She said she felt invincible.,eng,spa
Sentence,Actual language,Predicted language
War leads to intolerance; intolerance leads to war.,eng,spa
Sentence,Actual language,Predicted language
I'll remain in Australia for another three weeks.,eng,spa
Sentence,Actual language,Predicted language
Tom verdaderamente quiere mejorar.,spa,eng
Sentence,Actual language,Predicted language
Los dos son espantosos.,spa,spa
Sentence,Actual language,Predicted language
¿Cuántos relojes perdió Tom?,spa,eng
Sentence,Actual language,Predicted language
Vi cómo su madre lo retaba.,spa,spa
Sentence,Actual language,Predicted language
Sami didn't like to sleep alone.,eng,eng
Sentence,Actual language,Predicted language
It matters to us.,eng,spa
Sentence,Actual language,Predicted language
Me doy una caminata todas las mañanas.,spa,spa
Sentence,Actual language,Predicted language
Tom todavía no se ha decidido.,spa,spa
Sentence,Actual language,Predicted language
I think that you shouldn't have done that by yourselves.,eng,eng
Sentence,Actual language,Predicted language
Tom and Mary were able to do that better than I thought they would.,eng,eng
Sentence,Actual language,Predicted language
Pensé que podríamos salir por algo de comer.,spa,eng
Sentence,Actual language,Predicted language
It's coming up for Christmas.,eng,spa
Sentence,Actual language,Predicted language
